Crop,State,Season,Area,Cost_of_Cultivation,Cost_of_Production,Annual_Rainfall,Temperature,Yield,Production
Barley,Uttar Pradesh,Zaid,176.2,22971.29,15538.48,1854.69,17.83,2805.23,494.28
Wheat,Tamil Nadu,Kharif,176.82,59700.31,45523.16,522.84,34.15,2947.15,521.12
Jowar,Tamil Nadu,Rabi,915.13,31134.17,23263.71,1045.64,34.01,1378.08,1261.12
Sugarcane,Rajasthan,Zaid,456.59,24392.25,16590.71,1165.49,18.69,73199.15,33422.0
Barley,Punjab,Zaid,912.3,67034.16,45141.79,523.66,22.56,3008.41,2744.57
Groundnut,Madhya Pradesh,Kharif,859.4,21050.97,18613.87,1019.71,15.23,1596.85,1372.33
Barley,Gujarat,Zaid,696.03,24051.8,19869.29,1945.79,34.49,3306.8,2301.63
Soybean,Maharashtra,Rabi,695.56,60400.21,37254.89,1116.18,28.38,1481.63,1030.56
Barley,Punjab,Zaid,265.65,64717.42,45056.19,1238.97,16.26,2663.72,707.62
Jowar,Karnataka,Kharif,785.78,32917.87,27818.9,994.95,23.17,1354.44,1064.29
Wheat,Maharashtra,Rabi,445.92,64260.43,40988.25,509.58,18.69,3277.96,1461.71
Jowar,Rajasthan,Rabi,660.04,38737.14,32116.22,1987.42,31.48,1873.33,1236.47
Barley,Gujarat,Kharif,927.71,67240.61,51536.41,879.73,39.05,2953.78,2740.25
Groundnut,Gujarat,Kharif,493.03,23839.23,21299.87,569.48,27.19,1603.98,790.81
Sunflower,Punjab,Rabi,275.07,63826.33,39072.93,1853.34,35.82,1576.98,433.78
Barley,Haryana,Kharif,31.7,68177.61,51677.16,815.58,24.06,2697.16,85.5
Rice,Madhya Pradesh,Kharif,246.38,44264.78,32964.29,1494.87,16.7,2788.76,687.09
Groundnut,Rajasthan,Kharif,738.28,25402.63,19612.04,665.91,36.54,1485.65,1096.83
Cotton,Rajasthan,Zaid,922.03,25728.01,22850.86,542.51,27.73,701.21,646.54
Groundnut,Tamil Nadu,Zaid,489.58,43191.69,29384.7,1073.42,26.77,1686.02,825.44
Cotton,Punjab,Zaid,496.55,44945.37,29238.41,1592.79,39.62,1162.78,577.38
Jowar,Tamil Nadu,Zaid,875.43,53747.15,39566.18,1219.04,36.24,1233.13,1079.52
Barley,Haryana,Rabi,633.45,20472.29,15994.02,505.63,16.97,2525.23,1599.61
Maize,Maharashtra,Kharif,589.02,19907.22,14518.23,597.14,39.68,2625.6,1546.53
Rice,Punjab,Rabi,424.1,50742.52,30821.47,1677.44,28.41,3068.88,1301.51
Cotton,Uttar Pradesh,Kharif,895.09,52731.33,35592.09,411.52,32.27,464.59,415.85
Cotton,Maharashtra,Zaid,669.78,68386.74,44637.02,1315.1,25.6,1035.78,693.74
Soybean,Punjab,Kharif,305.19,52835.06,45395.17,808.07,19.82,1428.31,435.91
Cotton,Maharashtra,Rabi,653.31,23166.58,17752.32,1196.15,33.36,961.29,628.02
Jowar,Rajasthan,Zaid,286.58,40305.64,26522.49,657.63,15.58,1183.13,339.06
Barley,Punjab,Kharif,911.87,57643.26,42380.01,1581.14,38.89,3127.5,2851.87
Maize,Andhra Pradesh,Kharif,760.73,24251.61,20615.62,631.68,37.32,2659.18,2022.92
Barley,Andhra Pradesh,Zaid,405.0,27386.39,18544.11,1115.07,24.18,2792.9,1131.12
Barley,Punjab,Kharif,868.54,60893.6,51753.58,1486.9,22.29,2719.78,2362.24
Barley,Punjab,Kharif,853.94,22709.1,17332.83,313.61,17.38,2253.15,1924.05
Sugarcane,Haryana,Kharif,439.75,42297.75,30500.65,1453.72,25.52,66298.98,29154.98
Soybean,Madhya Pradesh,Zaid,397.59,33526.62,25843.82,1763.89,16.96,1966.55,781.88
Soybean,Punjab,Kharif,867.15,67397.01,48624.11,1160.8,39.29,1642.25,1424.08
Jowar,Rajasthan,Kharif,415.29,32981.82,25792.01,1881.76,35.92,1761.04,731.34
Cotton,Andhra Pradesh,Zaid,769.76,41857.03,29354.99,1233.76,33.71,953.09,733.65
Jowar,Gujarat,Rabi,560.57,55073.83,38907.11,1341.56,29.63,1613.41,904.43
Sunflower,Gujarat,Kharif,427.79,29973.23,21438.3,1721.09,18.72,1652.52,706.93
Cotton,Andhra Pradesh,Rabi,830.85,31082.83,26807.98,1612.03,25.45,1055.95,877.34
Barley,Rajasthan,Kharif,47.16,57874.24,39110.01,1710.39,32.6,3109.89,146.66
Sugarcane,Madhya Pradesh,Kharif,630.77,39727.94,26084.96,1163.43,28.21,69419.03,43787.44
Jowar,Madhya Pradesh,Rabi,663.96,21236.29,17332.74,1150.52,37.35,1547.94,1027.77
Rice,Rajasthan,Rabi,224.17,66289.48,49480.54,1371.76,33.36,2279.48,510.99
Maize,Karnataka,Rabi,1.78,21608.76,16430.57,1447.72,25.44,2713.74,4.83
Rice,Tamil Nadu,Kharif,840.08,54870.2,47650.85,499.85,39.76,2724.34,2288.66
Sunflower,Uttar Pradesh,Rabi,997.42,30459.06,24379.61,600.36,29.51,1113.62,1110.75
Barley,Andhra Pradesh,Zaid,624.98,33504.77,22225.81,832.41,19.47,2902.84,1814.22
Barley,Tamil Nadu,Rabi,245.66,39662.43,27611.43,1565.51,39.28,3367.31,827.21
Cotton,Gujarat,Zaid,690.78,43238.9,34382.79,1812.47,26.01,1261.27,871.26
Wheat,Andhra Pradesh,Zaid,488.86,48177.22,33612.01,1972.12,31.68,3955.36,1933.62
Soybean,Tamil Nadu,Rabi,450.3,33297.96,24357.11,746.58,19.12,1374.63,619.0
Rice,Andhra Pradesh,Rabi,200.55,32577.42,25330.32,422.79,18.69,2526.69,506.73
Sugarcane,Karnataka,Kharif,721.43,23603.48,20180.53,1534.52,36.05,71032.54,51245.01
Cotton,Punjab,Rabi,357.83,30258.47,23990.14,1477.76,36.77,1181.64,422.83
Sunflower,Haryana,Rabi,934.3,43750.19,30077.22,753.73,38.24,1127.09,1053.04
Maize,Andhra Pradesh,Zaid,555.75,55679.19,41746.75,762.89,19.23,2561.58,1423.6
Jowar,Gujarat,Zaid,257.03,47614.16,41938.47,1452.81,25.36,1657.57,426.05
Jowar,Maharashtra,Kharif,277.62,69817.58,57616.06,1396.02,23.88,1655.5,459.6
Maize,Gujarat,Kharif,327.03,39044.46,26700.2,1289.17,16.38,2630.54,860.27
Soybean,Tamil Nadu,Rabi,142.57,50187.64,30935.93,992.55,19.44,1513.87,215.83
Wheat,Madhya Pradesh,Rabi,96.58,38351.49,33753.29,1222.06,28.19,3339.37,322.52
Sugarcane,Madhya Pradesh,Kharif,810.24,19816.6,15658.18,1854.85,20.22,62066.73,50288.95
Cotton,Madhya Pradesh,Rabi,805.95,69435.51,49522.54,1056.09,16.16,849.55,684.69
Wheat,Rajasthan,Kharif,129.06,39517.83,33377.01,1811.84,27.98,4509.33,581.97
Barley,Haryana,Rabi,559.7,15799.38,9863.31,1281.19,38.41,3181.82,1780.86
Barley,Andhra Pradesh,Kharif,528.07,58336.2,49709.45,1401.65,23.47,3259.26,1721.12
Cotton,Rajasthan,Zaid,26.23,33757.63,28389.88,1825.41,27.96,1290.86,33.86
Wheat,Tamil Nadu,Kharif,638.64,30774.87,21175.87,979.32,36.31,4156.66,2654.61
Maize,Punjab,Rabi,652.44,54992.22,33007.16,1892.65,19.11,2837.02,1850.99
Soybean,Punjab,Zaid,123.49,69249.25,48098.11,496.01,17.67,1289.21,159.2
Maize,Rajasthan,Kharif,415.51,48830.02,36346.94,1081.15,24.06,2532.61,1052.32
Wheat,Punjab,Zaid,905.99,46174.34,32614.19,947.95,25.3,3368.91,3052.2
Maize,Gujarat,Kharif,405.51,21903.83,18488.69,360.8,28.21,2478.81,1005.18
Rice,Uttar Pradesh,Kharif,905.9,61120.21,45309.95,998.95,20.91,2437.02,2207.7
Sunflower,Uttar Pradesh,Rabi,494.26,21515.39,12997.27,815.47,32.45,1300.53,642.8
Sunflower,Uttar Pradesh,Zaid,135.67,46404.54,33521.01,1424.46,37.05,1373.29,186.31
Jowar,Madhya Pradesh,Kharif,316.72,68522.96,45096.0,887.91,23.95,1190.39,377.02
Soybean,Haryana,Zaid,749.28,33082.59,25912.2,1781.15,15.39,1762.83,1320.85
Barley,Maharashtra,Rabi,54.52,40147.67,30708.42,1809.29,17.62,3142.18,171.31
Groundnut,Uttar Pradesh,Zaid,394.39,32413.13,23338.96,555.84,27.59,1381.23,544.74
Groundnut,Uttar Pradesh,Zaid,706.21,41974.99,28430.03,1804.38,29.43,2182.65,1541.41
Maize,Uttar Pradesh,Zaid,759.12,41325.47,25348.98,826.25,22.31,2446.45,1857.15
Maize,Punjab,Zaid,2.85,28463.99,22890.03,506.15,17.84,2405.68,6.86
Sugarcane,Tamil Nadu,Kharif,436.53,68457.3,41845.6,837.21,22.85,60007.16,26194.93
Cotton,Madhya Pradesh,Kharif,95.41,55050.08,38383.15,1961.62,15.93,1333.07,127.19
Rice,Andhra Pradesh,Zaid,510.0,47189.35,33400.7,1108.11,24.09,2826.64,1441.59
Rice,Punjab,Kharif,904.43,68284.9,61290.33,1642.6,31.59,2943.4,2662.1
Wheat,Maharashtra,Zaid,63.73,48165.76,29725.01,1819.42,28.25,4213.2,268.51
Jowar,Andhra Pradesh,Kharif,261.61,69004.79,59990.66,518.48,15.65,1118.16,292.52
Jowar,Uttar Pradesh,Rabi,234.39,19641.34,13312.2,332.18,15.9,1054.08,247.07
Barley,Karnataka,Kharif,731.84,54004.94,35648.77,658.71,32.21,2782.32,2036.21
Sunflower,Maharashtra,Rabi,323.41,61143.41,42146.28,1421.6,18.42,1539.71,497.96
Wheat,Haryana,Kharif,961.14,49506.81,33558.94,797.06,32.63,3479.25,3344.05
Barley,Haryana,Rabi,345.67,69508.11,43830.82,987.9,16.56,2656.74,918.36
Sugarcane,Punjab,Kharif,399.12,43716.96,31496.43,810.83,35.08,66361.33,26486.13
Groundnut,Rajasthan,Kharif,206.59,28741.96,20146.34,1301.57,26.36,1696.42,350.46
Sugarcane,Madhya Pradesh,Zaid,806.19,34441.26,27300.31,717.57,17.73,69781.32,56257.0
Cotton,Uttar Pradesh,Rabi,269.42,59653.93,45339.58,389.69,26.42,537.9,144.92
Cotton,Uttar Pradesh,Kharif,870.26,22625.89,14439.7,598.64,39.01,683.93,595.2
Rice,Uttar Pradesh,Rabi,183.61,50352.55,35162.76,1762.12,18.07,2542.14,466.76
Cotton,Karnataka,Kharif,10.34,28094.69,23770.44,655.85,21.02,663.99,6.87
Wheat,Punjab,Rabi,69.64,33216.46,22744.96,1243.77,33.26,3891.29,270.99
Barley,Andhra Pradesh,Zaid,142.27,26759.07,16902.48,1461.22,31.52,3091.02,439.76
Rice,Andhra Pradesh,Zaid,850.45,27633.63,18567.39,933.43,20.76,2373.91,2018.89
Sunflower,Uttar Pradesh,Rabi,191.46,39241.52,30428.94,1687.59,39.71,1681.53,321.95
Barley,Madhya Pradesh,Zaid,801.27,48240.94,31817.93,1141.21,33.56,2873.59,2302.52
Groundnut,Rajasthan,Kharif,482.99,33205.89,27298.26,831.69,35.67,1737.59,839.24
Groundnut,Gujarat,Rabi,989.35,52353.71,46881.97,349.02,23.45,1233.21,1220.08
Barley,Maharashtra,Zaid,520.42,46192.08,35491.47,1108.01,34.77,2740.88,1426.41
Groundnut,Karnataka,Zaid,396.55,68009.97,51802.8,789.4,18.01,1574.6,624.41
Groundnut,Punjab,Kharif,22.69,31704.81,27783.59,845.59,21.31,1722.26,39.08
Maize,Haryana,Kharif,197.16,64260.91,40592.3,1501.13,27.49,2768.98,545.93
Maize,Haryana,Kharif,420.92,41451.79,29550.71,917.42,16.31,2738.58,1152.72
Maize,Uttar Pradesh,Kharif,195.2,59881.84,50346.75,1126.87,22.46,2167.0,423.0
Sunflower,Punjab,Zaid,134.55,18102.07,15576.63,801.02,15.05,1345.46,181.03
Cotton,Rajasthan,Kharif,523.78,26259.27,18393.19,861.52,15.49,846.72,443.5
Wheat,Rajasthan,Kharif,351.06,56675.42,43907.6,1471.3,29.18,3484.43,1223.24
Groundnut,Uttar Pradesh,Kharif,936.98,35748.86,28571.28,733.65,18.18,1477.03,1383.95
Jowar,Maharashtra,Zaid,760.88,15871.09,12178.57,945.08,27.66,1357.93,1033.22
Maize,Rajasthan,Zaid,295.46,55337.1,47666.44,627.39,17.44,2146.16,634.1
Maize,Gujarat,Rabi,975.46,56880.24,41352.85,307.66,22.83,2190.75,2136.99
Soybean,Gujarat,Kharif,590.63,20330.45,15540.73,1494.66,34.82,1693.8,1000.41
Rice,Haryana,Rabi,660.56,55172.76,40605.97,1463.36,24.0,2905.25,1919.09
Cotton,Karnataka,Zaid,913.25,58879.13,51603.87,1963.46,15.27,1256.88,1147.85
Jowar,Madhya Pradesh,Kharif,981.04,48753.94,40858.79,445.52,19.59,1244.98,1221.38
Jowar,Uttar Pradesh,Zaid,596.86,48264.1,35910.32,1686.63,16.57,1694.64,1011.46
Jowar,Gujarat,Rabi,509.98,38234.52,27506.91,344.96,23.39,1174.91,599.18
Barley,Andhra Pradesh,Zaid,329.71,47328.75,40427.7,1050.17,15.45,2835.13,934.77
Jowar,Maharashtra,Rabi,784.64,20131.38,15224.6,1721.85,35.75,1694.43,1329.52
Sunflower,Tamil Nadu,Rabi,208.17,16115.42,11987.05,1173.3,21.01,1475.01,307.05
Groundnut,Tamil Nadu,Zaid,338.08,38014.72,28608.42,1110.48,21.77,1559.67,527.29
Jowar,Haryana,Zaid,396.05,31426.97,27029.78,1569.46,36.44,1567.21,620.69
Sunflower,Madhya Pradesh,Kharif,441.51,18575.04,15744.06,514.1,37.58,1118.55,493.85
Sugarcane,Madhya Pradesh,Zaid,111.44,24741.68,18026.77,515.41,29.16,55082.53,6138.4
Sunflower,Punjab,Rabi,608.16,46668.19,30291.72,512.36,15.67,996.71,606.16
Jowar,Karnataka,Kharif,753.11,59613.94,36355.42,1095.36,31.17,1393.53,1049.48
Groundnut,Uttar Pradesh,Zaid,892.21,40876.03,30998.02,1999.5,36.08,2256.72,2013.47
Sugarcane,Tamil Nadu,Kharif,517.36,56998.58,41848.34,1642.77,30.46,52484.77,27153.52
Wheat,Uttar Pradesh,Rabi,388.44,24391.82,16294.98,1278.35,25.59,3305.29,1283.91
Wheat,Madhya Pradesh,Zaid,67.15,60631.78,46608.47,1440.41,32.58,3617.84,242.94
Soybean,Tamil Nadu,Zaid,746.38,24658.01,15272.2,1282.02,23.95,1489.16,1111.48
Sunflower,Karnataka,Kharif,317.34,61749.32,52726.89,905.82,35.81,1207.45,383.17
Wheat,Andhra Pradesh,Rabi,523.53,33924.15,30502.55,1613.1,34.03,4187.55,2192.31
Jowar,Maharashtra,Zaid,775.52,46387.57,38418.72,554.77,29.3,1056.28,819.17
Groundnut,Rajasthan,Zaid,698.12,15086.87,12996.62,351.65,32.82,1256.02,876.85
Cotton,Madhya Pradesh,Kharif,862.5,67882.48,45754.44,1065.16,15.55,797.36,687.72
Cotton,Gujarat,Kharif,260.43,47322.96,32103.83,1974.43,22.74,1423.42,370.7
Rice,Haryana,Zaid,896.52,49992.04,40953.74,1860.62,37.8,2854.09,2558.75
Sunflower,Punjab,Kharif,962.2,64581.72,43987.58,1666.02,39.89,1660.86,1598.08
Cotton,Andhra Pradesh,Zaid,520.42,31221.21,18875.7,674.22,22.05,668.26,347.78
Sunflower,Rajasthan,Rabi,650.27,50951.11,45186.83,305.14,21.2,931.32,605.61
Barley,Madhya Pradesh,Zaid,316.84,16957.02,10869.8,1598.86,15.45,3187.0,1009.77
Cotton,Punjab,Rabi,994.29,45558.94,29660.82,837.38,25.61,780.6,776.14
Groundnut,Rajasthan,Rabi,153.79,55333.03,33206.63,1313.51,37.9,1641.5,252.45
Wheat,Madhya Pradesh,Zaid,688.19,32562.43,22001.15,1925.06,38.08,3815.2,2625.58
Sugarcane,Karnataka,Kharif,452.6,38341.4,24807.99,1024.89,28.44,65136.36,29480.72
Sugarcane,Karnataka,Zaid,622.1,68275.13,42909.03,963.03,25.17,62786.91,39059.74
Cotton,Gujarat,Rabi,324.23,22493.78,19485.66,1100.3,36.95,1033.67,335.15
Sunflower,Madhya Pradesh,Zaid,335.66,59872.04,50338.58,1737.7,17.89,1726.49,579.51
Rice,Karnataka,Zaid,405.92,52375.35,32479.43,1309.3,34.3,2665.99,1082.18
Barley,Karnataka,Kharif,881.91,41690.44,31793.55,1862.37,37.5,3338.99,2944.69
Barley,Gujarat,Rabi,175.12,25925.79,17738.76,1998.84,21.7,3632.62,636.14
Barley,Maharashtra,Rabi,159.06,32197.55,20341.6,331.7,35.12,2195.16,349.16
Soybean,Andhra Pradesh,Rabi,762.92,43219.25,34628.31,1740.5,15.24,1973.98,1505.99
Cotton,Punjab,Kharif,367.12,37149.14,22304.59,1145.05,33.82,939.43,344.88
Jowar,Madhya Pradesh,Kharif,408.32,52810.56,35645.03,1388.43,36.94,1616.88,660.2
Rice,Haryana,Rabi,902.93,36696.65,32819.26,1590.35,27.79,2885.67,2605.56
Cotton,Punjab,Zaid,582.57,69233.71,54758.92,1717.99,34.99,1113.91,648.93
Sunflower,Uttar Pradesh,Rabi,674.38,27182.15,16593.07,995.72,22.23,1270.69,856.93
Maize,Uttar Pradesh,Rabi,505.12,63790.86,45128.43,943.69,25.45,2765.6,1396.96
Rice,Haryana,Kharif,927.24,47372.24,34218.0,1407.0,34.2,3212.74,2978.98
Jowar,Haryana,Rabi,441.05,41343.38,35931.46,971.16,38.83,1396.77,616.05
Maize,Karnataka,Zaid,554.39,45736.25,37142.84,601.72,21.31,2206.49,1223.26
Maize,Rajasthan,Rabi,512.68,45024.64,27477.56,589.62,27.49,1986.96,1018.67
Maize,Karnataka,Zaid,9.74,59448.64,38811.54,1330.57,23.42,2604.58,25.37
Maize,Maharashtra,Rabi,87.4,27262.25,17895.42,1027.63,31.46,2947.53,257.61
Maize,Andhra Pradesh,Zaid,459.77,34241.76,26991.13,1633.49,31.2,2835.69,1303.77
Cotton,Tamil Nadu,Rabi,215.03,50073.66,37646.63,1519.27,35.82,1139.61,245.05
Soybean,Punjab,Kharif,258.87,64536.63,54668.84,1460.64,32.52,1752.82,453.75
Rice,Uttar Pradesh,Kharif,665.88,26755.71,21329.54,1021.95,18.82,2667.75,1776.4
Sugarcane,Madhya Pradesh,Kharif,982.09,36510.07,22782.09,452.7,29.77,74240.34,72910.7
Maize,Andhra Pradesh,Rabi,432.13,17966.29,13563.9,1158.06,18.74,2589.24,1118.89
Cotton,Tamil Nadu,Kharif,173.99,67680.94,57960.96,691.84,23.19,622.8,108.36
Barley,Tamil Nadu,Zaid,20.1,51925.24,39304.68,1827.69,19.11,3347.3,67.28
Cotton,Gujarat,Kharif,907.66,61553.93,45989.03,362.99,28.38,535.2,485.78
Groundnut,Karnataka,Rabi,111.51,30321.24,25211.4,897.11,35.3,1478.07,164.82
Maize,Madhya Pradesh,Zaid,496.07,55273.09,34619.3,1435.91,37.4,2509.21,1244.74
Rice,Tamil Nadu,Rabi,716.77,39050.49,28157.93,532.84,27.67,2373.52,1701.27
Maize,Madhya Pradesh,Rabi,481.05,69560.88,56065.73,1730.31,25.37,2511.1,1207.96
Cotton,Gujarat,Rabi,123.35,26168.88,18856.92,1737.77,23.66,1325.05,163.44
Cotton,Maharashtra,Zaid,577.26,33824.61,21145.86,1987.77,18.18,1419.45,819.39
Sunflower,Andhra Pradesh,Rabi,137.15,37918.22,27135.28,1208.22,36.05,1368.68,187.71
Sunflower,Tamil Nadu,Rabi,780.07,51664.98,35785.01,797.15,34.96,1206.58,941.22
Cotton,Punjab,Kharif,573.71,61949.65,41665.99,1789.7,15.48,1231.3,706.41
Wheat,Gujarat,Kharif,61.77,43906.87,32885.96,545.09,38.01,3323.01,205.26
Sunflower,Andhra Pradesh,Kharif,64.96,46586.14,36645.07,1159.76,35.43,1415.6,91.96
Cotton,Madhya Pradesh,Zaid,452.32,53051.58,41975.35,1517.8,20.61,1147.9,519.22
Wheat,Karnataka,Zaid,924.69,21187.73,13315.75,866.11,24.34,3617.99,3345.52
Jowar,Gujarat,Kharif,914.2,45053.16,31846.43,312.36,16.52,885.13,809.19
Barley,Maharashtra,Rabi,831.87,68925.89,51567.19,316.49,18.5,2608.84,2170.22
Soybean,Karnataka,Zaid,325.4,23696.96,16624.79,334.87,24.09,1024.5,333.37
Sunflower,Gujarat,Rabi,986.42,55275.98,46049.53,1783.19,20.39,1677.88,1655.09
Barley,Punjab,Kharif,571.07,43988.9,26897.49,1345.87,35.7,2780.01,1587.58
Groundnut,Punjab,Rabi,593.81,24030.17,15308.16,1966.09,24.84,2061.59,1224.19
Groundnut,Haryana,Rabi,797.05,18459.09,14877.58,922.98,33.89,1563.71,1246.36
Sugarcane,Gujarat,Zaid,314.73,59556.9,40489.61,665.71,35.63,65423.78,20590.83
Rice,Andhra Pradesh,Rabi,565.04,33656.19,23451.81,1396.34,36.29,2891.73,1633.94
Wheat,Rajasthan,Zaid,785.06,25561.85,20232.27,1412.76,38.85,3960.21,3109.0
Barley,Andhra Pradesh,Rabi,425.85,45221.93,36336.99,1333.11,24.85,3119.91,1328.61
Sugarcane,Punjab,Kharif,694.0,50496.93,40711.22,933.3,21.56,70369.6,48836.5
Jowar,Uttar Pradesh,Rabi,512.83,40226.19,31887.14,1455.68,28.97,1666.8,854.79
Cotton,Karnataka,Kharif,977.72,20935.85,18414.82,1853.08,28.13,1313.21,1283.95
Wheat,Tamil Nadu,Kharif,532.37,37127.02,24076.11,501.2,34.02,3796.25,2021.01
Sunflower,Punjab,Kharif,659.62,65295.17,40942.3,1609.82,30.42,1430.95,943.88
Jowar,Uttar Pradesh,Zaid,871.61,41674.58,28825.18,1179.99,24.55,1528.6,1332.34
Sugarcane,Madhya Pradesh,Rabi,368.4,21879.3,13399.97,778.57,21.11,62879.67,23164.87
Jowar,Haryana,Rabi,846.2,55464.49,36801.52,546.99,22.91,1117.11,945.3
Groundnut,Haryana,Rabi,417.34,51508.91,38474.5,1179.64,25.81,1605.48,670.03
Groundnut,Madhya Pradesh,Zaid,292.96,34678.17,30603.14,1508.92,22.39,1844.84,540.46
Maize,Andhra Pradesh,Zaid,852.74,57618.59,41359.81,1157.45,26.61,2470.34,2106.56
Barley,Haryana,Kharif,751.8,38257.76,28890.16,929.0,33.52,2384.58,1792.73
Soybean,Punjab,Kharif,705.64,56022.53,46969.52,1571.16,26.03,1856.25,1309.84
Groundnut,Karnataka,Zaid,612.35,38813.52,24115.13,1129.39,32.55,1855.69,1136.33
Cotton,Gujarat,Kharif,86.71,66511.11,47452.94,1279.89,34.8,1010.34,87.61
Groundnut,Haryana,Kharif,799.78,38804.09,29022.47,751.54,32.61,1382.39,1105.61
Soybean,Uttar Pradesh,Kharif,624.08,45938.17,33104.85,1394.62,28.77,1639.83,1023.39
Rice,Andhra Pradesh,Kharif,960.92,64115.07,52302.09,1294.49,32.23,2399.04,2305.29
Soybean,Maharashtra,Kharif,244.99,56037.2,42377.83,756.55,34.42,1584.01,388.07
Wheat,Haryana,Rabi,198.77,67890.23,51151.23,1547.66,25.28,3937.18,782.59
Barley,Karnataka,Kharif,834.22,58147.81,38122.06,1378.36,35.46,2639.21,2201.68
Jowar,Karnataka,Kharif,659.66,37098.65,32375.78,1384.48,34.23,1666.16,1099.1
Sunflower,Punjab,Zaid,820.55,61967.17,40381.42,760.64,22.14,1218.32,999.69
Rice,Karnataka,Zaid,546.28,47467.22,41789.93,314.57,16.19,2164.76,1182.57
Barley,Gujarat,Rabi,181.6,51956.91,38336.15,1986.02,20.67,3261.37,592.26
Sugarcane,Rajasthan,Kharif,837.3,20130.81,16540.15,1931.86,31.96,74175.68,62107.3
Rice,Rajasthan,Zaid,876.9,21933.05,18918.64,1170.76,25.11,2851.68,2500.64
Groundnut,Uttar Pradesh,Zaid,583.23,64990.48,57360.43,409.34,25.06,1173.54,684.44
Groundnut,Madhya Pradesh,Zaid,910.84,61560.49,39290.98,458.15,29.73,1099.83,1001.77
Groundnut,Uttar Pradesh,Zaid,402.91,63966.64,45747.96,1552.59,26.9,1876.7,756.14
Maize,Maharashtra,Zaid,454.37,55396.79,39340.15,332.1,17.51,2448.64,1112.59
Wheat,Tamil Nadu,Zaid,513.74,22653.8,15202.83,1061.56,19.72,3573.34,1835.77
Cotton,Karnataka,Rabi,308.0,17328.4,13690.49,722.51,22.6,744.4,229.28
Sugarcane,Tamil Nadu,Zaid,989.53,29441.48,19915.42,1612.84,25.87,73037.28,72272.58
Jowar,Madhya Pradesh,Kharif,45.23,31304.24,21413.36,548.23,22.23,1182.78,53.5
Soybean,Karnataka,Kharif,976.51,50456.98,34480.29,1994.34,37.33,1782.14,1740.28
Sugarcane,Tamil Nadu,Kharif,721.65,19846.96,16947.23,1544.91,30.27,63367.45,45729.12
Sugarcane,Haryana,Kharif,969.05,40700.8,31424.92,1056.17,31.71,73347.31,71077.21
Cotton,Tamil Nadu,Rabi,541.39,19866.78,12077.32,1645.04,21.47,1209.72,654.93
Jowar,Haryana,Rabi,165.15,34324.58,23322.17,894.76,32.71,1310.93,216.5
Barley,Rajasthan,Kharif,493.27,58216.4,51478.44,904.94,21.25,2730.41,1346.83
Cotton,Haryana,Zaid,182.74,66826.55,55233.51,653.64,23.44,751.88,137.4
Sunflower,Punjab,Zaid,530.35,22576.96,16045.83,1527.57,19.35,1768.7,938.03
Sugarcane,Madhya Pradesh,Kharif,884.27,40966.42,29285.78,726.97,30.11,70289.52,62154.91
Rice,Gujarat,Kharif,396.54,37364.4,28704.96,688.3,35.56,2699.78,1070.57
Barley,Tamil Nadu,Rabi,686.92,43604.55,37023.54,1012.72,19.85,2569.04,1764.72
Maize,Haryana,Zaid,809.13,28491.76,22353.74,1053.41,30.82,2462.04,1992.11
Maize,Haryana,Kharif,298.33,15652.92,10803.59,1282.73,24.4,2916.36,870.04
Jowar,Andhra Pradesh,Zaid,912.53,29628.57,21884.91,1233.54,38.73,1434.29,1308.83
Barley,Tamil Nadu,Kharif,129.47,43958.57,31593.95,606.61,36.04,2959.65,383.19
Rice,Rajasthan,Kharif,407.47,27775.04,21121.26,638.01,27.71,2564.93,1045.13
Rice,Punjab,Rabi,305.67,64311.43,50961.53,1609.22,18.54,2672.63,816.94
Groundnut,Andhra Pradesh,Kharif,213.45,48885.08,34834.23,1973.13,15.76,2007.1,428.42
Cotton,Haryana,Zaid,354.57,51390.93,46244.07,747.22,29.4,724.91,257.03
Sugarcane,Tamil Nadu,Rabi,715.38,24415.16,15414.38,703.78,24.5,61366.14,43900.11
Barley,Rajasthan,Rabi,323.53,32528.35,23894.11,1364.62,18.66,3009.56,973.68
Sunflower,Rajasthan,Kharif,825.28,31768.36,28497.89,428.95,31.54,872.55,720.1
Jowar,Maharashtra,Kharif,954.66,65918.37,57532.2,1170.69,24.0,1220.94,1165.58
Groundnut,Karnataka,Rabi,169.12,32368.76,25188.14,1397.37,24.91,1809.49,306.02
Jowar,Uttar Pradesh,Rabi,8.28,56413.99,35648.59,439.99,15.07,992.47,8.22
Sugarcane,Karnataka,Zaid,296.42,54073.36,35190.92,1714.38,29.3,56884.4,16861.67
Soybean,Tamil Nadu,Kharif,615.8,20227.56,17904.63,1966.7,28.64,2086.26,1284.72
Groundnut,Andhra Pradesh,Rabi,609.19,30851.66,19994.74,1225.7,28.31,1777.21,1082.66
Rice,Maharashtra,Rabi,642.49,30184.73,20079.92,732.1,27.27,2403.43,1544.18
Soybean,Tamil Nadu,Kharif,363.69,40548.17,36237.04,593.06,23.94,1266.25,460.52
Rice,Uttar Pradesh,Zaid,634.43,57596.26,35141.59,1308.37,19.67,2614.76,1658.88
Soybean,Andhra Pradesh,Rabi,334.47,20904.86,13456.22,356.84,26.76,1389.55,464.76
Rice,Rajasthan,Rabi,507.39,58246.11,50354.74,1725.79,29.55,3235.9,1641.86
